日付,銘柄名,symbol,業種,TOPIXに占める個別銘柄のウェイト,ニューインデックス区分,調整係数対象銘柄
20201230,野村不ＨＤ,3231,不動産業,0.05%,TOPIX Mid400,
20201230,三重交通ＧＨＤ,3232,不動産業,0.00%,TOPIX Small 2,○
20201230,サムティ,3244,不動産業,0.01%,TOPIX Small 1,
20201230,ディア・ライフ,3245,不動産業,0.00%,TOPIX Small 2,
20201230,コーセーアールイー,3246,不動産業,0.00%,TOPIX Small 2,
20201230,日本商業開発,3252,不動産業,0.00%,TOPIX Small 2,
20201230,プレサンス,3254,不動産業,0.01%,TOPIX Small 1,
20201230,フィル・カンパニー,3267,建設業,0.00%,TOPIX Small 2,
20201230,グロバル社,3271,不動産業,0.00%,TOPIX Small 2,
20201230,ハウスコム,3275,不動産業,0.00%,TOPIX Small 2,
20201230,日本管理,3276,不動産業,0.00%,TOPIX Small 2,
20201230,サンセイランディック,3277,不動産業,0.00%,TOPIX Small 2,
20201230,エストラスト,3280,不動産業,0.00%,TOPIX Small 2,
20201230,フージャース,3284,不動産業,0%,TOPIX Small 1,
20201230,オープンハウス,3288,不動産業,0.05%,TOPIX Mid400,
20201230,東急不ＨＤ,3289,不動産業,0.06%,TOPIX Mid400,
20201230,飯田ＧＨＤ,3291,不動産業,0.07%,TOPIX Mid400,
20201230,イーグランド,3294,不動産業,0.00%,TOPIX Small 2,
20201230,ムゲンエステート,3299,不動産業,0.00%,TOPIX Small 2,
20201230,帝繊維,3302,繊維製品,0.01%,TOPIX Small 2,
20201230,日本コークス,3315,石油・石炭製品,0.00%,TOPIX Small 2,
20201230,ＧＤＯ,3319,小売業,0.00%,TOPIX Small 2,
20201230,ミタチ,3321,卸売業,0.00%,TOPIX Small 2,
20201230,ＢＥＥＮＯＳ,3328,小売業,0.01%,TOPIX Small 2,
20201230,あさひ,3333,小売業,0.00%,TOPIX Small 1,
20201230,日本調剤,3341,小売業,0.00%,TOPIX Small 2,
20201230,コスモス薬品,3349,小売業,0.06%,TOPIX Mid400,
20201230,シップＨＤ,3360,卸売業,0.04%,TOPIX Mid400,
20201230,トーエル,3361,小売業,0.00%,TOPIX Small 2,○
20201230,ソフトクリエＨＤ,3371,情報・通信業,0.00%,TOPIX Small 2,
20201230,オンリー,3376,小売業,0.00%,TOPIX Small 2,
20201230,７＆ｉＨＤ,3382,小売業,0.56%,TOPIX Core30,
20201230,クリレスＨＤ,3387,小売業,0.01%,TOPIX Small 1,
20201230,明治電機,3388,卸売業,0.00%,TOPIX Small 2,○
20201230,ツルハＨＤ,3391,小売業,0.13%,TOPIX Mid400,
20201230,デリカフーズＨＤ,3392,卸売業,0.00%,TOPIX Small 2,○
20201230,スターティアＨＤ,3393,卸売業,0.00%,TOPIX Small 2,
20201230,サンマルクＨＤ,3395,小売業,0.00%,TOPIX Small 1,
20201230,フェリシモ,3396,小売業,0.00%,TOPIX Small 2,
20201230,トリドールＨＤ,3397,小売業,0.01%,TOPIX Small 1,
20201230,帝人,3401,繊維製品,0.06%,TOPIX Mid400,
20201230,東レ,3402,繊維製品,0.17%,TOPIX Large70,
20201230,クラレ,3405,化学,0.07%,TOPIX Mid400,
20201230,旭化成,3407,化学,0.27%,TOPIX Large70,
20201230,サカイオーベックス,3408,繊維製品,0.00%,TOPIX Small 2,
20201230,トウキョウベース,3415,小売業,0.00%,TOPIX Small 2,
20201230,稲葉製作,3421,金属製品,0.00%,TOPIX Small 2,
20201230,宮地エンジ,3431,金属製品,0.00%,TOPIX Small 2,
20201230,トーカロ,3433,金属製品,0.02%,TOPIX Small 1,
20201230,アルファＣｏ,3434,金属製品,0.00%,TOPIX Small 2,
20201230,ＳＵＭＣＯ,3436,金属製品,0.11%,TOPIX Mid400,
20201230,川田ＴＥＣＨ,3443,金属製品,0.00%,TOPIX Small 1,
20201230,ＲＳＴＥＣＨ,3445,金属製品,0.01%,TOPIX Small 2,
20201230,ＪＴＥＣＣＯＲＰ,3446,金属製品,0.00%,TOPIX Small 2,○
20201230,信和,3447,金属製品,0.00%,TOPIX Small 2,
20201230,ビーロット,3452,不動産業,0.00%,TOPIX Small 2,
20201230,ファーストブラザーズ,3454,不動産業,0.00%,TOPIX Small 2,
20201230,ハウスドゥ,3457,不動産業,0.00%,TOPIX Small 2,
20201230,シーアールイー,3458,不動産業,0.00%,TOPIX Small 2,
20201230,プロパティＡ,3464,不動産業,0.00%,TOPIX Small 2,
20201230,ケイアイスター不動産,3465,不動産業,0.00%,TOPIX Small 2,
20201230,アグレ都市デザイン,3467,不動産業,0.00%,TOPIX Small 2,
20201230,グッドコムアセット,3475,不動産業,0.00%,TOPIX Small 2,
20201230,ジェイ・エス・ビー,3480,不動産業,0.00%,TOPIX Small 2,
20201230,テンポイノベーション,3484,不動産業,0.00%,TOPIX Small 2,
20201230,グローバルリンクＭ,3486,不動産業,0.00%,TOPIX Small 2,
20201230,住江織物,3501,繊維製品,0.00%,TOPIX Small 2,
20201230,日フエルト,3512,繊維製品,0.00%,TOPIX Small 2,○
20201230,イチカワ,3513,繊維製品,0.00%,TOPIX Small 2,○
20201230,エコナックＨＤ,3521,サービス業,0.00%,TOPIX Small 2,
20201230,日東網,3524,繊維製品,0.00%,TOPIX Small 2,
20201230,芦森工,3526,輸送用機器,0.00%,TOPIX Small 2,
20201230,アツギ,3529,繊維製品,0.00%,TOPIX Small 2,
20201230,ウイルプラスＨＤ,3538,小売業,0.00%,TOPIX Small 2,
20201230,ＪＭホールディングス,3539,小売業,0.01%,TOPIX Small 2,
20201230,コメダ,3543,卸売業,0.02%,TOPIX Small 1,
20201230,サツドラＨＤ,3544,小売業,0.00%,TOPIX Small 2,
20201230,アレンザＨＤ,3546,小売業,0.00%,TOPIX Small 2,○
20201230,串カツ田中ＨＤ,3547,小売業,0.00%,TOPIX Small 2,
20201230,バロック,3548,小売業,0.00%,TOPIX Small 2,
20201230,クスリのアオキＨＤ,3549,小売業,0.03%,TOPIX Mid400,
20201230,ダイニック,3551,繊維製品,0.00%,TOPIX Small 2,
20201230,共和レザー,3553,化学,0.00%,TOPIX Small 2,
20201230,ピーバンドットコム,3559,卸売業,0.00%,TOPIX Small 2,
20201230,力の源ＨＤ,3561,小売業,0.00%,TOPIX Small 2,
20201230,スシローＧＨＤ,3563,小売業,0.09%,TOPIX Mid400,
20201230,アセンテック,3565,卸売業,0.00%,TOPIX Small 2,
20201230,セーレン,3569,繊維製品,0.02%,TOPIX Small 1,
20201230,ソトー,3571,繊維製品,0.00%,TOPIX Small 2,○
20201230,東海染工,3577,繊維製品,0.00%,TOPIX Small 2,
20201230,小松マテーレ,3580,繊維製品,0.01%,TOPIX Small 2,
20201230,ワコールＨＤ,3591,繊維製品,0.02%,TOPIX Mid400,
20201230,ホギメディ,3593,繊維製品,0.02%,TOPIX Small 1,
20201230,クラウディアＨＤ,3607,繊維製品,0.00%,TOPIX Small 2,
20201230,ＴＳＩ　ＨＤ,3608,繊維製品,0.00%,TOPIX Small 2,
20201230,マツオカ,3611,繊維製品,0%,TOPIX Small 2,
20201230,ワールド,3612,繊維製品,0.01%,TOPIX Small 1,
20201230,ＴＩＳ,3626,情報・通信業,0.08%,TOPIX Mid400,
20201230,ＪＮＳ,3627,情報・通信業,0.00%,TOPIX Small 2,
20201230,電算システム,3630,情報・通信業,0.00%,TOPIX Small 1,
20201230,グリー,3632,情報・通信業,0.01%,TOPIX Small 1,
20201230,ＧＭＯペパボ,3633,情報・通信業,0.00%,,
20201230,コーエーテクモ,3635,情報・通信業,0.05%,TOPIX Mid400,
20201230,三菱総研,3636,情報・通信業,0.01%,TOPIX Small 2,○
20201230,ボルテージ,3639,情報・通信業,0.00%,TOPIX Small 2,
20201230,電算,3640,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＡＧＳ,3648,情報・通信業,0.00%,TOPIX Small 2,
20201230,ファインデックス,3649,情報・通信業,0.00%,TOPIX Small 2,
20201230,ブレインパッド,3655,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＫＬａｂ,3656,情報・通信業,0.01%,TOPIX Small 1,
20201230,ポールＨＤ,3657,情報・通信業,0.01%,TOPIX Small 1,
20201230,イーブック,3658,情報・通信業,0.00%,TOPIX Small 2,
20201230,ネクソン,3659,情報・通信業,0.32%,TOPIX Mid400,
20201230,アイスタイル,3660,情報・通信業,0.00%,TOPIX Small 2,
20201230,エムアップＨＤ,3661,情報・通信業,0.00%,TOPIX Small 1,
20201230,エイチーム,3662,情報・通信業,0.00%,TOPIX Small 2,
20201230,エニグモ,3665,情報・通信業,0.00%,TOPIX Small 1,
20201230,テクノスジャパン,3666,情報・通信業,0.00%,TOPIX Small 2,
20201230,ｅｎｉｓｈ,3667,情報・通信業,0.00%,TOPIX Small 2,
20201230,コロプラ,3668,情報・通信業,0.01%,TOPIX Small 1,
20201230,オルトプラス,3672,情報・通信業,0.00%,TOPIX Small 2,
20201230,ブロドリーフ,3673,情報・通信業,0.01%,TOPIX Small 1,
20201230,クロスマーケティング,3675,情報・通信業,0.00%,TOPIX Small 2,
20201230,デジハＨＤ,3676,情報・通信業,0.00%,TOPIX Small 2,
20201230,システム情報,3677,情報・通信業,0.00%,TOPIX Small 2,
20201230,メディアドゥ,3678,情報・通信業,0.01%,TOPIX Small 1,
20201230,じげん,3679,情報・通信業,0.00%,TOPIX Small 2,
20201230,ブイキューブ,3681,情報・通信業,0.01%,TOPIX Small 2,
20201230,エンカレッジ,3682,情報・通信業,0.00%,TOPIX Small 2,
20201230,サイバーリンクス,3683,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＤＬＥ,3686,情報・通信業,0.00%,TOPIX Small 2,
20201230,フィックスターズ,3687,情報・通信業,0.00%,TOPIX Small 1,
20201230,ＣＡＲＴＡ　ＨＤ,3688,情報・通信業,0.00%,TOPIX Small 2,
20201230,オプティム,3694,情報・通信業,0.01%,TOPIX Small 1,
20201230,セレス,3696,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＳＨＩＦＴ,3697,情報・通信業,0.03%,TOPIX Small 1,
20201230,特種東海,3708,パルプ・紙,0.01%,TOPIX Small 2,
20201230,ティーガイア,3738,情報・通信業,0.01%,TOPIX Small 1,
20201230,セック,3741,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＪＡＧ,3751,情報・通信業,0.00%,TOPIX Small 2,
20201230,テクマト,3762,情報・通信業,0.01%,TOPIX Small 1,
20201230,プロシップ,3763,情報・通信業,0.00%,TOPIX Small 2,○
20201230,ガンホー,3765,情報・通信業,0.02%,TOPIX Mid400,
20201230,ＧＭＯＰＧ,3769,情報・通信業,0.12%,TOPIX Mid400,
20201230,ザッパラス,3770,情報・通信業,0.00%,TOPIX Small 2,
20201230,システムリサーチ,3771,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＩＩＪ,3774,情報・通信業,0.02%,TOPIX Small 1,
20201230,さくらインターネット,3778,情報・通信業,0.00%,TOPIX Small 2,
20201230,ヴィンクス,3784,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＧＭＯＧＳＨＤ,3788,情報・通信業,0.01%,TOPIX Small 1,
20201230,ＳＲＡＨＤ,3817,情報・通信業,0.01%,TOPIX Small 2,
20201230,ＳＩ,3826,情報・通信業,0.00%,TOPIX Small 2,
20201230,朝日ネット,3834,情報・通信業,0.00%,TOPIX Small 2,
20201230,ｅＢＡＳＥ,3835,情報・通信業,0.00%,TOPIX Small 2,
20201230,アバント,3836,情報・通信業,0.00%,TOPIX Small 2,
20201230,アドソル日進,3837,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＯＤＫ,3839,情報・通信業,0.00%,,
20201230,フリービット,3843,情報・通信業,0.00%,TOPIX Small 2,
20201230,コムチュア,3844,情報・通信業,0.01%,TOPIX Small 1,
20201230,サイバーコム,3852,情報・通信業,0.00%,TOPIX Small 2,
20201230,アステリア,3853,情報・通信業,0.00%,TOPIX Small 2,
20201230,アイル,3854,情報・通信業,0.00%,TOPIX Small 2,
20201230,王子ＨＤ,3861,パルプ・紙,0.10%,TOPIX Mid400,
20201230,日本紙,3863,パルプ・紙,0.02%,TOPIX Mid400,
20201230,三菱紙,3864,パルプ・紙,0.00%,TOPIX Small 2,
20201230,北越コーポレーション,3865,パルプ・紙,0.01%,TOPIX Small 1,
20201230,中越パル,3877,パルプ・紙,0.00%,TOPIX Small 2,
20201230,巴川紙,3878,パルプ・紙,0.00%,TOPIX Small 2,
20201230,大王紙,3880,パルプ・紙,0.04%,TOPIX Small 1,
20201230,阿波製紙,3896,パルプ・紙,0.00%,TOPIX Small 2,
20201230,マークラインズ,3901,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＭＤＶ,3902,情報・通信業,0.01%,TOPIX Small 1,
20201230,ｇｕｍｉ,3903,情報・通信業,0.00%,TOPIX Small 1,
20201230,ショーケース,3909,情報・通信業,0.00%,TOPIX Small 2,
20201230,モバファク,3912,情報・通信業,0.00%,TOPIX Small 2,
20201230,テラスカイ,3915,情報・通信業,0.01%,TOPIX Small 1,
20201230,ＤＩＴ,3916,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＰＣＩＨＤ,3918,情報・通信業,0.00%,TOPIX Small 2,
20201230,パイプドＨＤ,3919,情報・通信業,0.00%,TOPIX Small 2,
20201230,アイビーシー,3920,情報・通信業,0.00%,TOPIX Small 2,
20201230,ネオジャパン,3921,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＰＲＴＩＭＥＳ,3922,情報・通信業,0.00%,TOPIX Small 2,
20201230,ランドコンピュータ,3924,情報・通信業,0.00%,TOPIX Small 2,
20201230,ダブルスタンダード,3925,情報・通信業,0.00%,TOPIX Small 2,
20201230,オープンドア,3926,情報・通信業,0.00%,TOPIX Small 2,
20201230,マイネット,3928,情報・通信業,0.00%,TOPIX Small 2,
20201230,アカツキ,3932,情報・通信業,0.01%,TOPIX Small 1,
20201230,ベネフィットジャパン,3934,情報・通信業,0.00%,TOPIX Small 2,
20201230,Ｕｂｉｃｏｍ,3937,情報・通信業,0.00%,TOPIX Small 2,
20201230,カナミックＮ,3939,情報・通信業,0.00%,TOPIX Small 2,
20201230,ノムラシステム,3940,情報・通信業,0.00%,TOPIX Small 2,
20201230,レンゴー,3941,パルプ・紙,0.03%,TOPIX Mid400,
20201230,トーモク,3946,パルプ・紙,0.00%,TOPIX Small 2,
20201230,ザ・パック,3950,パルプ・紙,0.01%,TOPIX Small 2,
20201230,チェンジ,3962,情報・通信業,0.02%,TOPIX Small 1,
20201230,シンクロ・フード,3963,情報・通信業,0.00%,TOPIX Small 2,
20201230,オークネット,3964,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＣＡＰ,3965,情報・通信業,0.00%,,
20201230,セグエ,3968,情報・通信業,0.00%,TOPIX Small 2,
20201230,エイトレッド,3969,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＡＯＩ　ＴＹＯ　ＨＤ,3975,情報・通信業,0.00%,TOPIX Small 2,
20201230,マクロミル,3978,情報・通信業,0.01%,TOPIX Small 1,
20201230,ビーグリー,3981,情報・通信業,0.00%,TOPIX Small 2,
20201230,オロ,3983,情報・通信業,0.01%,TOPIX Small 2,
20201230,ユーザーローカル,3984,情報・通信業,0.00%,TOPIX Small 2,
20201230,テモナ,3985,情報・通信業,0.00%,TOPIX Small 2,
20201230,ニーズウェル,3992,情報・通信業,0.00%,TOPIX Small 2,
20201230,サインポスト,3996,情報・通信業,0.00%,TOPIX Small 2,
20201230,昭電工,4004,化学,0.07%,TOPIX Mid400,
20201230,住友化,4005,化学,0.12%,TOPIX Mid400,
20201230,住友精化,4008,化学,0.01%,TOPIX Small 2,
20201230,日産化,4021,化学,0.14%,TOPIX Mid400,
20201230,ラサ工,4022,化学,0.00%,TOPIX Small 2,
20201230,クレハ,4023,化学,0.02%,TOPIX Small 1,
20201230,多木化学,4025,化学,0.01%,TOPIX Small 1,
20201230,テイカ,4027,化学,0.00%,TOPIX Small 2,
20201230,石原産,4028,化学,0.00%,TOPIX Small 1,
20201230,片倉コープアグリ,4031,化学,0.00%,TOPIX Small 2,
20201230,日曹達,4041,化学,0.02%,TOPIX Small 1,
20201230,東ソー,4042,化学,0.10%,TOPIX Mid400,
20201230,トクヤマ,4043,化学,0.03%,TOPIX Mid400,
20201230,セ硝子,4044,化学,0.02%,TOPIX Mid400,
20201230,東亜合,4045,化学,0.03%,TOPIX Mid400,
20201230,大阪ソーダ,4046,化学,0.01%,TOPIX Small 1,
20201230,関電化,4047,化学,0.01%,TOPIX Small 1,
20201230,デンカ,4061,化学,0.06%,TOPIX Mid400,
20201230,イビデン,4062,電気機器,0.12%,TOPIX Mid400,
20201230,信越化,4063,化学,1.21%,TOPIX Core30,
20201230,カーバイド,4064,化学,0.00%,TOPIX Small 2,
20201230,堺化学,4078,化学,0.01%,TOPIX Small 1,
20201230,稀元素,4082,化学,0.00%,TOPIX Small 2,
20201230,エア・ウォーター,4088,化学,0.07%,TOPIX Mid400,
20201230,日本酸素ＨＤ,4091,化学,0.07%,TOPIX Mid400,
20201230,日本化,4092,化学,0.00%,TOPIX Small 2,
20201230,邦アセチレン,4093,化学,0.00%,TOPIX Small 2,○
20201230,日パーカライ,4095,化学,0.02%,TOPIX Mid400,
20201230,高圧ガス,4097,化学,0.00%,TOPIX Small 2,
20201230,チタン工,4098,化学,0.00%,TOPIX Small 2,
20201230,四国化,4099,化学,0.01%,TOPIX Small 2,○
20201230,戸田工,4100,化学,0.00%,TOPIX Small 2,
20201230,ステラケミファ,4109,化学,0.01%,TOPIX Small 1,
20201230,保土谷化,4112,化学,0.01%,TOPIX Small 1,
20201230,日触媒,4114,化学,0.04%,TOPIX Mid400,
20201230,大日精化,4116,化学,0.01%,TOPIX Small 2,
20201230,カネカ,4118,化学,0.04%,TOPIX Mid400,
20201230,協和キリン,4151,医薬品,0.11%,TOPIX Mid400,
20201230,菱瓦斯化,4182,化学,0.09%,TOPIX Mid400,
20201230,三井化学,4183,化学,0.11%,TOPIX Mid400,
20201230,ＪＳＲ,4185,化学,0.10%,TOPIX Mid400,
20201230,東応化,4186,化学,0.05%,TOPIX Mid400,
20201230,大有機化,4187,化学,0.01%,TOPIX Small 1,
20201230,三菱ケミＨＤ,4188,化学,0.16%,TOPIX Large70,
20201230,ＫＨネオケム,4189,化学,0.02%,TOPIX Small 1,
20201230,ダイセル,4202,化学,0.04%,TOPIX Mid400,
20201230,住友ベーク,4203,化学,0.02%,TOPIX Mid400,
20201230,積水化,4204,化学,0.16%,TOPIX Mid400,
20201230,日ゼオン,4205,化学,0.05%,TOPIX Mid400,
20201230,アイカ工,4206,化学,0.04%,TOPIX Mid400,
20201230,宇部興,4208,化学,0.04%,TOPIX Mid400,
20201230,積水樹脂,4212,化学,0.02%,TOPIX Small 2,
20201230,タキロンシーアイ,4215,化学,0.01%,TOPIX Small 2,
20201230,旭有機材,4216,化学,0.00%,TOPIX Small 2,
20201230,ニチバン,4218,化学,0.00%,TOPIX Small 2,
20201230,リケンテクノス,4220,化学,0.00%,TOPIX Small 2,
20201230,大倉工,4221,化学,0.00%,TOPIX Small 2,
20201230,積水化成,4228,化学,0.00%,TOPIX Small 2,
20201230,群栄化,4229,化学,0.00%,TOPIX Small 2,
20201230,タイガーポリ,4231,化学,0.00%,TOPIX Small 2,○
20201230,ミライアル,4238,化学,0.00%,TOPIX Small 2,
20201230,ダイキアクシス,4245,化学,0.00%,TOPIX Small 2,
20201230,ＤＮＣ,4246,化学,0.01%,TOPIX Small 1,
20201230,竹本容器,4248,化学,0.00%,TOPIX Small 2,
20201230,森六,4249,化学,0.00%,TOPIX Small 2,
20201230,恵和,4251,化学,0.00%,,
20201230,日化薬,4272,化学,0.02%,TOPIX Mid400,
20201230,カーリットＨＤ,4275,化学,0.00%,TOPIX Small 2,
20201230,ＥＰＳ,4282,サービス業,0.01%,TOPIX Small 1,
20201230,ソルクシーズ,4284,情報・通信業,0.00%,TOPIX Small 2,
20201230,レッグス,4286,サービス業,0.00%,TOPIX Small 2,
20201230,ＰＩ,4290,サービス業,0.01%,TOPIX Small 1,
20201230,フェイス,4295,情報・通信業,0.00%,TOPIX Small 2,
20201230,プロトコーポ,4298,情報・通信業,0.00%,TOPIX Small 2,○
20201230,ハイマックス,4299,情報・通信業,0.00%,TOPIX Small 2,○
20201230,アミューズ,4301,サービス業,0.01%,TOPIX Small 1,
20201230,ＮＲＩ,4307,情報・通信業,0.21%,TOPIX Mid400,
20201230,ＤＩ,4310,サービス業,0.00%,TOPIX Small 2,
20201230,サイバネット,4312,情報・通信業,0.00%,TOPIX Small 2,
20201230,クイック,4318,サービス業,0.00%,TOPIX Small 2,
20201230,ＴＡＣ,4319,サービス業,0.00%,TOPIX Small 2,
20201230,ＣＥＨＤ,4320,情報・通信業,0.00%,TOPIX Small 2,
20201230,ケネディクス,4321,サービス業,0.02%,TOPIX Small 1,
20201230,日本システム技術,4323,情報・通信業,0.00%,TOPIX Small 2,
20201230,電通グループ,4324,サービス業,0.13%,TOPIX Mid400,
20201230,インテージＨＤ,4326,情報・通信業,0.01%,TOPIX Small 2,○
20201230,Ｔ＆Ｇニーズ,4331,サービス業,0.00%,TOPIX Small 2,
20201230,東邦システム,4333,情報・通信業,0.00%,TOPIX Small 2,○
20201230,ぴあ,4337,サービス業,0.00%,TOPIX Small 2,
20201230,イオンファン,4343,サービス業,0.00%,TOPIX Small 2,
20201230,ソースネクスト,4344,情報・通信業,0.01%,TOPIX Small 1,
20201230,シーティーエス,4345,サービス業,0.00%,TOPIX Small 2,
20201230,ネクシィーズグループ,4346,サービス業,0.00%,TOPIX Small 2,
20201230,インフォコム,4348,情報・通信業,0.01%,TOPIX Small 1,
20201230,メディシス,4350,小売業,0.00%,TOPIX Small 2,
20201230,日本精化,4362,化学,0.00%,TOPIX Small 2,
20201230,扶桑化学,4368,化学,0.01%,TOPIX Small 1,
20201230,トリケミカル,4369,化学,0.01%,TOPIX Small 1,
20201230,ＨＥＲＯＺ,4382,情報・通信業,0.00%,TOPIX Small 2,
20201230,ラクスル,4384,情報・通信業,0.01%,TOPIX Small 1,
20201230,ｉｐｓ,4390,情報・通信業,0.00%,,
20201230,ＦＩＧ,4392,情報・通信業,0.00%,TOPIX Small 2,
20201230,システムサポート,4396,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＡＤＥＫＡ,4401,化学,0.03%,TOPIX Mid400,
20201230,日油,4403,化学,0.08%,TOPIX Mid400,
20201230,ミヨシ油脂,4404,食料品,0.00%,TOPIX Small 2,
20201230,新日本理化,4406,化学,0.00%,TOPIX Small 2,
20201230,ハリマ化成Ｇ,4410,化学,0.00%,TOPIX Small 2,
20201230,イーソル,4420,情報・通信業,0.00%,TOPIX Small 2,
20201230,アルテリア,4423,情報・通信業,0.01%,TOPIX Small 1,
20201230,ＥｄｕＬａｂ,4427,情報・通信業,0.00%,TOPIX Small 2,○
20201230,東海ソフト,4430,情報・通信業,0.00%,TOPIX Small 2,○
20201230,ヒトコムＨＤ,4433,情報・通信業,0.00%,TOPIX Small 2,
20201230,東名,4439,情報・通信業,0.00%,TOPIX Small 2,○
20201230,ヴィッツ,4440,情報・通信業,0.00%,TOPIX Small 2,○
20201230,トビラシステムズ,4441,情報・通信業,0.00%,TOPIX Small 2,○
20201230,Ｌｉｎｋ－Ｕ,4446,情報・通信業,0.00%,TOPIX Small 2,○
20201230,ギフティ,4449,情報・通信業,0.00%,,
20201230,花王,4452,化学,0.76%,TOPIX Core30,
20201230,第一工業,4461,化学,0.01%,TOPIX Small 1,
20201230,石原ケミカル,4462,化学,0.00%,TOPIX Small 2,○
20201230,日華化学,4463,化学,0.00%,TOPIX Small 2,○
20201230,ニイタカ,4465,化学,0.00%,TOPIX Small 2,
20201230,三洋化成,4471,化学,0.01%,TOPIX Small 1,
20201230,ベース,4481,情報・通信業,0.00%,,
20201230,武田薬,4502,医薬品,1.25%,TOPIX Core30,
20201230,アステラス薬,4503,医薬品,0.55%,TOPIX Core30,
20201230,大日住薬,4506,医薬品,0.05%,TOPIX Mid400,
20201230,塩野義薬,4507,医薬品,0.28%,TOPIX Large70,
20201230,わかもと,4512,医薬品,0.00%,TOPIX Small 2,
20201230,あすか薬,4514,医薬品,0.01%,TOPIX Small 2,
20201230,日本新薬,4516,医薬品,0.07%,TOPIX Mid400,
20201230,ビオフェルミン,4517,医薬品,0.00%,TOPIX Small 2,○
20201230,中外薬,4519,医薬品,0.69%,TOPIX Large70,
20201230,科研薬,4521,医薬品,0.03%,TOPIX Mid400,
20201230,エーザイ,4523,医薬品,0.35%,TOPIX Large70,
20201230,理研ビタミン,4526,食料品,0.01%,TOPIX Small 2,○
20201230,ロート薬,4527,医薬品,0.06%,TOPIX Mid400,
20201230,小野薬,4528,医薬品,0.29%,TOPIX Large70,
20201230,久光薬,4530,医薬品,0.06%,TOPIX Mid400,
20201230,有機薬,4531,化学,0.00%,TOPIX Small 2,
20201230,持田薬,4534,医薬品,0.02%,TOPIX Mid400,
20201230,参天薬,4536,医薬品,0.12%,TOPIX Mid400,
20201230,扶桑薬,4538,医薬品,0.00%,TOPIX Small 2,
20201230,日ケミファ,4539,医薬品,0.00%,TOPIX Small 2,
20201230,ツムラ,4540,医薬品,0.04%,TOPIX Mid400,
20201230,日医工,4541,医薬品,0.01%,TOPIX Small 1,
20201230,テルモ,4543,精密機器,0.49%,TOPIX Large70,
20201230,ＨＵグループＨＤ,4544,サービス業,0.03%,TOPIX Mid400,
20201230,キッセイ薬,4547,医薬品,0.02%,TOPIX Mid400,
20201230,生化学,4548,医薬品,0.01%,TOPIX Small 1,
20201230,栄研化,4549,医薬品,0.01%,TOPIX Small 1,
20201230,日水薬,4550,医薬品,0.00%,TOPIX Small 2,○
20201230,鳥居薬,4551,医薬品,0.01%,TOPIX Small 1,
20201230,ＪＣＲファーマ,4552,医薬品,0.03%,TOPIX Mid400,
20201230,東和薬品,4553,医薬品,0.01%,TOPIX Small 1,
20201230,富士製薬,4554,医薬品,0.00%,TOPIX Small 2,
20201230,沢井薬,4555,医薬品,0.04%,TOPIX Mid400,
20201230,ゼリア新薬,4559,医薬品,0.01%,TOPIX Small 1,
20201230,第一三共,4568,医薬品,1.21%,TOPIX Core30,
20201230,キョーリンＨＤ,4569,医薬品,0.02%,TOPIX Small 1,
20201230,大幸薬品,4574,医薬品,0.01%,TOPIX Small 1,
20201230,ダイト,4577,医薬品,0.01%,TOPIX Small 1,
20201230,大塚ＨＤ,4578,医薬品,0.37%,TOPIX Large70,
20201230,大正薬ＨＤ,4581,医薬品,0.06%,TOPIX Mid400,
20201230,ペプチドリーム,4587,医薬品,0.11%,TOPIX Mid400,
20201230,大日塗料,4611,化学,0.00%,TOPIX Small 2,
20201230,日ペイントＨＤ,4612,化学,0.37%,TOPIX Mid400,
20201230,関ペイント,4613,化学,0.14%,TOPIX Mid400,
20201230,神東塗料,4615,化学,0.00%,TOPIX Small 2,
20201230,中国塗料,4617,化学,0.01%,TOPIX Small 1,
20201230,日特塗料,4619,化学,0.00%,TOPIX Small 2,
20201230,藤倉化,4620,化学,0.00%,TOPIX Small 2,
20201230,太陽ＨＤ,4626,化学,0.02%,TOPIX Small 1,
20201230,ＤＩＣ,4631,化学,0.04%,TOPIX Mid400,
20201230,サカタインクス,4633,化学,0.01%,TOPIX Small 1,
20201230,洋インキＨＤ,4634,化学,0.02%,TOPIX Small 1,
20201230,Ｔ＆ＫＴＯＫＡ,4636,化学,0.00%,TOPIX Small 2,○
20201230,アルプス技,4641,サービス業,0.01%,TOPIX Small 1,
20201230,サニックス,4651,サービス業,0.00%,TOPIX Small 2,
20201230,ダイオーズ,4653,サービス業,0.00%,TOPIX Small 2,○
20201230,日本空調,4658,サービス業,0.00%,TOPIX Small 2,○
