日付,銘柄名,symbol,業種,TOPIXに占める個別銘柄のウェイト,ニューインデックス区分,調整係数対象銘柄
20201230,ＯＬＣ,4661,サービス業,0.69%,TOPIX Large70,
20201230,フォーカスシステムズ,4662,情報・通信業,0.00%,TOPIX Small 2,
20201230,ダスキン,4665,サービス業,0.03%,TOPIX Mid400,
20201230,パーク２４,4666,不動産業,0.04%,TOPIX Mid400,
20201230,明光ネット,4668,サービス業,0.00%,TOPIX Small 2,
20201230,ファルコＨＤ,4671,サービス業,0.00%,TOPIX Small 2,
20201230,クレスコ,4674,情報・通信業,0.00%,TOPIX Small 2,
20201230,フジＨＤ,4676,情報・通信業,0.04%,TOPIX Mid400,
20201230,秀英,4678,サービス業,0.00%,TOPIX Small 2,
20201230,田谷,4679,サービス業,0.00%,TOPIX Small 2,
20201230,ラウンドワン,4680,サービス業,0.01%,TOPIX Small 1,
20201230,リゾートトラ,4681,サービス業,0.03%,TOPIX Mid400,
20201230,オービック,4684,情報・通信業,0.28%,TOPIX Mid400,
20201230,ジャストシステム,4686,情報・通信業,0.05%,TOPIX Mid400,
20201230,ＴＤＣソフト,4687,情報・通信業,0.00%,TOPIX Small 2,
20201230,Ｚホールディングス,4689,情報・通信業,0.34%,TOPIX Large70,
20201230,ＢＭＬ,4694,サービス業,0.02%,TOPIX Small 1,
20201230,ワタベ,4696,サービス業,0.00%,TOPIX Small 2,
20201230,トレンド,4704,情報・通信業,0.12%,TOPIX Mid400,
20201230,りらいあ,4708,サービス業,0.01%,TOPIX Small 1,
20201230,ＩＤホールディングス,4709,情報・通信業,0.00%,TOPIX Small 2,
20201230,リソー教育,4714,サービス業,0.01%,TOPIX Small 1,
20201230,日本オラクル,4716,情報・通信業,0.11%,TOPIX Mid400,
20201230,早稲アカ,4718,サービス業,0.00%,TOPIX Small 2,
20201230,アルファ,4719,情報・通信業,0.00%,TOPIX Small 2,
20201230,フューチャー,4722,情報・通信業,0.01%,TOPIX Small 1,
20201230,ＣＡＣＨＤ,4725,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＳＢテクノロジー,4726,情報・通信業,0.00%,TOPIX Small 1,
20201230,トーセ,4728,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＵＳＳ,4732,サービス業,0.09%,TOPIX Mid400,
20201230,ＯＢＣ,4733,情報・通信業,0.03%,TOPIX Small 1,
20201230,ＣＴＣ,4739,情報・通信業,0.07%,TOPIX Mid400,
20201230,アイティフォー,4743,情報・通信業,0.00%,TOPIX Small 2,
20201230,東京個別,4745,サービス業,0.00%,TOPIX Small 2,
20201230,東計電算,4746,情報・通信業,0.00%,TOPIX Small 2,
20201230,サイバーエージェント,4751,サービス業,0.17%,TOPIX Mid400,
20201230,楽天,4755,サービス業,0.18%,TOPIX Mid400,
20201230,ＸＮＥＴ,4762,情報・通信業,0.00%,TOPIX Small 2,
20201230,Ｃ＆Ｒ社,4763,サービス業,0.00%,TOPIX Small 2,
20201230,モーニングスター,4765,サービス業,0.00%,TOPIX Small 2,○
20201230,ＴＯＷ,4767,サービス業,0.00%,TOPIX Small 2,
20201230,大塚商会,4768,情報・通信業,0.12%,TOPIX Mid400,
20201230,ＣＹＢＯＺＵ,4776,情報・通信業,0.01%,TOPIX Small 1,
20201230,ソフトブレーン,4779,情報・通信業,0.00%,TOPIX Small 2,
20201230,山田コンサル,4792,サービス業,0.00%,TOPIX Small 2,
20201230,セントラルＳＰ,4801,サービス業,0.00%,TOPIX Small 2,
20201230,パラカ,4809,不動産業,0.00%,TOPIX Small 2,
20201230,ＩＳＩＤ,4812,情報・通信業,0.02%,TOPIX Small 1,
20201230,ＡＣＣＥＳＳ,4813,情報・通信業,0.00%,TOPIX Small 2,○
20201230,デジタルガレージ,4819,情報・通信業,0.03%,TOPIX Small 1,
20201230,ＥＭシステムズ,4820,情報・通信業,0.01%,TOPIX Small 2,
20201230,ＷＮＩウェザー,4825,情報・通信業,0.01%,TOPIX Small 2,
20201230,ＣＩＪ,4826,情報・通信業,0.00%,TOPIX Small 2,
20201230,ビーエンジ,4828,情報・通信業,0.00%,TOPIX Small 2,○
20201230,日本エンタープライズ,4829,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＷＯＷＯＷ,4839,情報・通信業,0.01%,TOPIX Small 2,○
20201230,スカラ,4845,情報・通信業,0.00%,TOPIX Small 2,
20201230,ＩＷＩ,4847,情報・通信業,0.00%,TOPIX Small 2,
20201230,フルキャストＨＤ,4848,サービス業,0.01%,TOPIX Small 1,
20201230,エン・ジャパン,4849,サービス業,0.02%,TOPIX Small 1,
20201230,富士フイルム,4901,化学,0.42%,TOPIX Large70,
20201230,コニカミノルタ,4902,電気機器,0.03%,TOPIX Mid400,
20201230,資生堂,4911,化学,0.57%,TOPIX Large70,
20201230,ライオン,4912,化学,0.13%,TOPIX Mid400,
20201230,高砂香料,4914,化学,0.01%,TOPIX Small 2,
20201230,マンダム,4917,化学,0.02%,TOPIX Small 1,
20201230,ミルボン,4919,化学,0.04%,TOPIX Mid400,
20201230,ファンケル,4921,化学,0.07%,TOPIX Mid400,
20201230,コーセー,4922,化学,0.13%,TOPIX Mid400,
20201230,ＣＯＴＡ,4923,化学,0.00%,TOPIX Small 2,○
20201230,シーボン,4926,化学,0.00%,TOPIX Small 2,○
20201230,ポーラオルＨＤ,4927,化学,0.04%,TOPIX Mid400,
20201230,ノエビアＨＤ,4928,化学,0.02%,TOPIX Small 1,
20201230,アジュバン,4929,化学,0.00%,TOPIX Small 2,
20201230,新日本製薬,4931,化学,0.00%,,
20201230,エステー,4951,化学,0.01%,TOPIX Small 2,
20201230,アグロカネショウ,4955,化学,0.00%,TOPIX Small 2,
20201230,コニシ,4956,化学,0.01%,TOPIX Small 2,
20201230,長谷川香,4958,化学,0.02%,TOPIX Small 1,
20201230,星光ＰＭＣ,4963,化学,0.00%,TOPIX Small 2,
20201230,小林製薬,4967,化学,0.14%,TOPIX Mid400,
20201230,荒川化学,4968,化学,0.00%,TOPIX Small 2,
20201230,メック,4971,化学,0.01%,TOPIX Small 1,
20201230,高純度化,4973,化学,0.00%,TOPIX Small 2,
20201230,タカラバイオ,4974,化学,0.03%,TOPIX Small 1,
20201230,ＪＣＵ,4975,化学,0.02%,TOPIX Small 1,
20201230,ニッタゼラチン,4977,化学,0.00%,TOPIX Small 2,
20201230,ＯＡＴアグリオ,4979,化学,0.00%,TOPIX Small 2,
20201230,デクセリアルズ,4980,化学,0.01%,TOPIX Small 1,
20201230,アース製薬,4985,化学,0.02%,TOPIX Small 1,
20201230,北興化,4992,化学,0.00%,TOPIX Small 2,
20201230,大成ラミック,4994,化学,0.00%,TOPIX Small 2,
20201230,クミアイ化,4996,化学,0.02%,TOPIX Small 1,
20201230,日農薬,4997,化学,0.00%,TOPIX Small 2,
20201230,富士興産,5009,卸売業,0.00%,TOPIX Small 2,
20201230,ニチレキ,5011,石油・石炭製品,0.01%,TOPIX Small 2,
20201230,ユシロ化,5013,石油・石炭製品,0.00%,TOPIX Small 2,
20201230,ＢＰカストロール,5015,石油・石炭製品,0.00%,TOPIX Small 2,
20201230,富士石油,5017,石油・石炭製品,0.00%,TOPIX Small 2,
20201230,ＭＯＲＥＳＣＯ,5018,石油・石炭製品,0.00%,TOPIX Small 2,
20201230,出光興産,5019,石油・石炭製品,0.10%,TOPIX Mid400,
20201230,ＥＮＥＯＳ,5020,石油・石炭製品,0.22%,TOPIX Large70,
20201230,コスモエネルギーＨＤ,5021,石油・石炭製品,0.02%,TOPIX Mid400,
20201230,浜ゴム,5101,ゴム製品,0.04%,TOPIX Mid400,
20201230,ＴＯＹＯ　ＴＩＲＥ,5105,ゴム製品,0.03%,TOPIX Mid400,
20201230,ブリヂス,5108,ゴム製品,0.36%,TOPIX Large70,
20201230,住友ゴム,5110,ゴム製品,0.03%,TOPIX Mid400,
20201230,藤コンポ,5121,ゴム製品,0.00%,TOPIX Small 2,
20201230,オカモト,5122,ゴム製品,0.01%,TOPIX Small 1,
20201230,アキレス,5142,化学,0.00%,TOPIX Small 2,
20201230,フコク,5185,ゴム製品,0.00%,TOPIX Small 2,
20201230,ニッタ,5186,ゴム製品,0.01%,TOPIX Small 1,
20201230,クリエート,5187,精密機器,0.00%,TOPIX Small 2,
20201230,住友理工,5191,ゴム製品,0.00%,TOPIX Small 2,
20201230,三星ベルト,5192,ゴム製品,0.01%,TOPIX Small 2,
20201230,バンドー化,5195,ゴム製品,0.00%,TOPIX Small 2,
20201230,ＡＧＣ,5201,ガラス・土石製品,0.13%,TOPIX Mid400,
20201230,板硝子,5202,ガラス・土石製品,0.01%,TOPIX Small 1,
20201230,石塚硝,5204,ガラス・土石製品,0.00%,TOPIX Small 2,
20201230,有沢製,5208,化学,0.01%,TOPIX Small 1,
20201230,日山村硝,5210,ガラス・土石製品,0.00%,TOPIX Small 2,
20201230,日電硝,5214,ガラス・土石製品,0.03%,TOPIX Mid400,
20201230,オハラ,5218,ガラス・土石製品,0.00%,TOPIX Small 2,
20201230,住友大阪,5232,ガラス・土石製品,0.02%,TOPIX Mid400,
20201230,太平洋セメ,5233,ガラス・土石製品,0.07%,TOPIX Mid400,
20201230,リソル,5261,サービス業,0.00%,TOPIX Small 2,
20201230,日ヒューム,5262,ガラス・土石製品,0.00%,TOPIX Small 2,
20201230,日コンクリ,5269,ガラス・土石製品,0.00%,TOPIX Small 2,
20201230,三谷セキサン,5273,ガラス・土石製品,0.01%,TOPIX Small 2,○
20201230,アジアパイルＨＤ,5288,ガラス・土石製品,0.00%,TOPIX Small 2,
20201230,東海カーボ,5301,ガラス・土石製品,0.05%,TOPIX Mid400,
20201230,日カーボン,5302,ガラス・土石製品,0.01%,TOPIX Small 1,
20201230,東洋炭素,5310,ガラス・土石製品,0.00%,TOPIX Small 2,
20201230,ノリタケ,5331,ガラス・土石製品,0.01%,TOPIX Small 1,
20201230,ＴＯＴＯ,5332,ガラス・土石製品,0.18%,TOPIX Mid400,
20201230,日本ガイシ,5333,ガラス・土石製品,0.08%,TOPIX Mid400,
20201230,日特殊陶,5334,ガラス・土石製品,0.05%,TOPIX Mid400,
20201230,ダントーＨＤ,5337,ガラス・土石製品,0.00%,TOPIX Small 2,
20201230,ＭＡＲＵＷＡ,5344,ガラス・土石製品,0.02%,TOPIX Small 1,
20201230,品川リフラ,5351,ガラス・土石製品,0.00%,TOPIX Small 2,
20201230,黒崎播磨,5352,ガラス・土石製品,0.00%,TOPIX Small 2,
20201230,ヨータイ,5357,ガラス・土石製品,0.00%,TOPIX Small 2,
20201230,イソライト工業,5358,ガラス・土石製品,0.00%,TOPIX Small 2,
20201230,ＴＹＫ,5363,ガラス・土石製品,0.00%,TOPIX Small 2,
20201230,ニッカトー,5367,ガラス・土石製品,0.00%,TOPIX Small 2,
20201230,ＦＵＪＩＭＩ,5384,ガラス・土石製品,0.01%,TOPIX Small 1,
20201230,クニミネ工業,5388,ガラス・土石製品,0.00%,TOPIX Small 2,
20201230,Ａ＆Ａマテリアル,5391,ガラス・土石製品,0.00%,TOPIX Small 2,
20201230,ニチアス,5393,ガラス・土石製品,0.03%,TOPIX Small 1,
20201230,日本製鉄,5401,鉄鋼,0.24%,TOPIX Large70,
20201230,神戸鋼,5406,鉄鋼,0%,TOPIX Mid400,
20201230,中山鋼,5408,鉄鋼,0.00%,TOPIX Small 2,
20201230,合同鉄,5410,鉄鋼,0.00%,TOPIX Small 1,
20201230,ＪＦＥ,5411,鉄鋼,0.11%,TOPIX Mid400,
20201230,東製鉄,5423,鉄鋼,0.01%,TOPIX Small 1,
20201230,共英製鋼,5440,鉄鋼,0.01%,TOPIX Small 1,
20201230,大和工,5444,鉄鋼,0.02%,TOPIX Mid400,
20201230,東京鉄,5445,鉄鋼,0.00%,TOPIX Small 2,
20201230,大阪製鉄,5449,鉄鋼,0.00%,TOPIX Small 2,
20201230,淀川鋼,5451,鉄鋼,0.01%,TOPIX Small 2,
20201230,丸一鋼管,5463,鉄鋼,0.03%,TOPIX Mid400,
20201230,モリ工業,5464,鉄鋼,0.00%,TOPIX Small 2,
20201230,大同特鋼,5471,鉄鋼,0.03%,TOPIX Mid400,
20201230,高周波,5476,鉄鋼,0.00%,TOPIX Small 2,
20201230,冶金工,5480,鉄鋼,0.01%,TOPIX Small 1,
20201230,山陽特鋼,5481,鉄鋼,0.00%,TOPIX Small 2,
20201230,愛知鋼,5482,鉄鋼,0.01%,TOPIX Small 2,
20201230,日立金,5486,鉄鋼,0.07%,TOPIX Mid400,
20201230,日本金属,5491,鉄鋼,0.00%,TOPIX Small 2,
20201230,大平洋金,5541,鉄鋼,0.01%,TOPIX Small 1,
20201230,新日本電工,5563,鉄鋼,0.01%,TOPIX Small 1,
20201230,栗本鉄,5602,鉄鋼,0.00%,TOPIX Small 2,
20201230,虹技,5603,鉄鋼,0.00%,TOPIX Small 2,
20201230,日鋳鉄管,5612,鉄鋼,0.00%,TOPIX Small 2,
20201230,日製鋼所,5631,機械,0.04%,TOPIX Mid400,
20201230,三菱製鋼,5632,鉄鋼,0.00%,TOPIX Small 2,
20201230,日亜鋼,5658,鉄鋼,0.00%,TOPIX Small 2,
20201230,日精線,5659,鉄鋼,0.00%,TOPIX Small 2,
20201230,エンビプロＨＤ,5698,鉄鋼,0.00%,TOPIX Small 2,
20201230,大紀アルミ,5702,非鉄金属,0.01%,TOPIX Small 2,
20201230,日軽金ＨＤ,5703,非鉄金属,0.02%,TOPIX Mid400,
20201230,三井金,5706,非鉄金属,0.04%,TOPIX Mid400,
20201230,東邦鉛,5707,非鉄金属,0.00%,TOPIX Small 2,
20201230,三菱マ,5711,非鉄金属,0.06%,TOPIX Mid400,
20201230,住友鉱,5713,非鉄金属,0.23%,TOPIX Large70,
20201230,ＤＯＷＡ,5714,非鉄金属,0.04%,TOPIX Mid400,
20201230,古河機金,5715,非鉄金属,0.01%,TOPIX Small 1,
20201230,エス・サイエンス,5721,非鉄金属,0.00%,TOPIX Small 2,
20201230,大阪チタ,5726,非鉄金属,0.00%,TOPIX Small 2,
20201230,邦チタニウム,5727,非鉄金属,0.01%,TOPIX Small 1,
20201230,ＵＡＣＪ,5741,非鉄金属,0.01%,TOPIX Small 1,
20201230,ＣＫサンエツ,5757,非鉄金属,0.00%,TOPIX Small 2,○
20201230,古河電工,5801,非鉄金属,0.03%,TOPIX Mid400,
20201230,住友電工,5802,非鉄金属,0.20%,TOPIX Large70,
20201230,フジクラ,5803,非鉄金属,0.02%,TOPIX Small 1,
20201230,昭電線ＨＤ,5805,非鉄金属,0.01%,TOPIX Small 1,
20201230,東特電線,5807,非鉄金属,0.00%,TOPIX Small 2,
20201230,タツタ線,5809,非鉄金属,0.01%,TOPIX Small 1,
20201230,カナレ電気,5819,非鉄金属,0.00%,TOPIX Small 2,○
20201230,平河ヒューテ,5821,非鉄金属,0.00%,TOPIX Small 2,
20201230,リョービ,5851,非鉄金属,0.01%,TOPIX Small 1,
20201230,アーレスティ,5852,非鉄金属,0.00%,TOPIX Small 2,
20201230,アサヒＨＤ,5857,非鉄金属,0.03%,TOPIX Small 1,
20201230,洋缶ＨＤ,5901,金属製品,0.03%,TOPIX Mid400,
20201230,ホッカンＨＤ,5902,金属製品,0.00%,TOPIX Small 2,
20201230,コロナ,5909,金属製品,0.00%,TOPIX Small 2,○
20201230,横河ブＨＤ,5911,金属製品,0.02%,TOPIX Small 1,
20201230,ＯＳＪＢＨＤ,5912,建設業,0.01%,TOPIX Small 1,
20201230,駒井ハルテク,5915,金属製品,0.00%,TOPIX Small 2,
20201230,高田機工,5923,金属製品,0.00%,TOPIX Small 2,
20201230,三和ＨＤ,5929,金属製品,0.04%,TOPIX Mid400,
20201230,文化シヤター,5930,金属製品,0.01%,TOPIX Small 1,
20201230,三協立山,5932,金属製品,0.00%,TOPIX Small 2,
20201230,アルインコ,5933,金属製品,0.00%,TOPIX Small 2,
20201230,洋シヤター,5936,金属製品,0.00%,TOPIX Small 2,
20201230,ＬＩＸＩＬ,5938,金属製品,0.13%,TOPIX Mid400,
20201230,日フイルコン,5942,金属製品,0.00%,TOPIX Small 2,
20201230,ノーリツ,5943,金属製品,0.01%,TOPIX Small 2,
20201230,長府製,5946,金属製品,0.01%,TOPIX Small 2,
20201230,リンナイ,5947,金属製品,0.09%,TOPIX Mid400,
20201230,ユニプレス,5949,輸送用機器,0.01%,TOPIX Small 1,
20201230,ダイニチ工,5951,金属製品,0.00%,TOPIX Small 2,
20201230,日東精工,5957,金属製品,0.00%,TOPIX Small 2,
20201230,三洋工,5958,金属製品,0.00%,TOPIX Small 2,
20201230,岡部,5959,金属製品,0.01%,TOPIX Small 2,
20201230,ジーテクト,5970,金属製品,0.01%,TOPIX Small 1,
20201230,東プレ,5975,金属製品,0.01%,TOPIX Small 1,
20201230,ネツレン,5976,金属製品,0.00%,TOPIX Small 2,
20201230,東製綱,5981,金属製品,0.00%,TOPIX Small 2,
20201230,サンコール,5985,金属製品,0.00%,TOPIX Small 2,
20201230,モリテック,5986,金属製品,0.00%,TOPIX Small 2,
20201230,パイオラックス,5988,金属製品,0.01%,TOPIX Small 1,
20201230,エイチワン,5989,金属製品,0.00%,TOPIX Small 2,
20201230,ニッパツ,5991,金属製品,0.03%,TOPIX Mid400,
20201230,中央発条,5992,金属製品,0.00%,TOPIX Small 2,○
20201230,アドバネクス,5998,金属製品,0.00%,TOPIX Small 2,
20201230,三浦工,6005,機械,0.10%,TOPIX Mid400,
20201230,タクマ,6013,機械,0.02%,TOPIX Small 1,
20201230,テクノプロＨＤ,6028,サービス業,0.07%,TOPIX Mid400,
20201230,アトラ,6029,サービス業,0.00%,TOPIX Small 2,
20201230,インターワークス,6032,サービス業,0.00%,TOPIX Small 2,
20201230,ＩＲＪａｐａｎ　ＨＤ,6035,サービス業,0.03%,TOPIX Small 1,
20201230,ＫｅｅＰｅｒ技研,6036,サービス業,0.01%,TOPIX Small 2,
20201230,ファーストロジック,6037,サービス業,0.00%,TOPIX Small 2,
20201230,三機サービス,6044,サービス業,0.00%,TOPIX Small 2,
20201230,Ｇｕｎｏｓｙ,6047,サービス業,0.00%,TOPIX Small 2,
20201230,デザインワン,6048,サービス業,0.00%,TOPIX Small 2,
20201230,Ｅガーディアン,6050,サービス業,0.01%,TOPIX Small 1,
20201230,リブセンス,6054,サービス業,0.00%,TOPIX Small 2,
20201230,Ｊマテリアル,6055,サービス業,0.02%,TOPIX Small 1,
20201230,ベクトル,6058,サービス業,0.00%,TOPIX Small 1,
20201230,ウチヤマＨＤ,6059,サービス業,0.00%,TOPIX Small 2,
20201230,チャームケア,6062,サービス業,0.00%,TOPIX Small 2,
20201230,キャリアリンク,6070,サービス業,0.00%,TOPIX Small 2,
20201230,ＩＢＪ,6071,サービス業,0.00%,TOPIX Small 2,
20201230,アサンテ,6073,サービス業,0.00%,TOPIX Small 2,
20201230,Ｎ・フィールド,6077,サービス業,0.00%,TOPIX Small 2,
20201230,バリューＨＲ,6078,サービス業,0.00%,TOPIX Small 2,
20201230,Ｍ＆Ａキャピタル,6080,サービス業,0.02%,TOPIX Small 1,
20201230,ライドオンＥＸＨＤ,6082,サービス業,0.00%,TOPIX Small 2,
20201230,ＥＲＩ　ＨＤ,6083,サービス業,0.00%,TOPIX Small 2,
20201230,アビスト,6087,サービス業,0.00%,TOPIX Small 2,
20201230,シグマクシス,6088,サービス業,0.00%,TOPIX Small 2,
20201230,ウィルグループ,6089,サービス業,0.00%,TOPIX Small 2,
20201230,エスクローＡＪ,6093,サービス業,0.00%,TOPIX Small 2,
20201230,メドピア,6095,サービス業,0.01%,TOPIX Small 2,○
20201230,レアジョブ,6096,サービス業,0.00%,TOPIX Small 2,○
20201230,リクルートＨＤ,6098,サービス業,1.18%,TOPIX Core30,
20201230,エラン,6099,サービス業,0.01%,TOPIX Small 1,
20201230,ツガミ,6101,機械,0.01%,TOPIX Small 1,
20201230,オークマ,6103,機械,0.03%,TOPIX Mid400,
20201230,芝浦機械,6104,機械,0.01%,TOPIX Small 1,
20201230,アマダ,6113,機械,0.06%,TOPIX Mid400,
20201230,アイダ,6118,機械,0.01%,TOPIX Small 1,
20201230,滝澤鉄,6121,機械,0.00%,TOPIX Small 2,
20201230,ＦＵＪＩ,6134,機械,0.05%,TOPIX Mid400,
20201230,牧野フライス,6135,機械,0.02%,TOPIX Small 1,
20201230,ＯＳＧ,6136,機械,0.04%,TOPIX Mid400,
20201230,ダイジェット,6138,機械,0.00%,TOPIX Small 2,
20201230,旭ダイヤ,6140,機械,0.00%,TOPIX Small 1,
20201230,ＤＭＧ森精機,6141,機械,0.04%,TOPIX Mid400,
20201230,ソディック,6143,機械,0.01%,TOPIX Small 1,
20201230,ディスコ,6146,機械,0.19%,TOPIX Mid400,
20201230,日東工器,6151,機械,0.00%,TOPIX Small 2,
20201230,日進工具,6157,機械,0.00%,TOPIX Small 2,
20201230,パンチ,6165,機械,0.00%,TOPIX Small 2,
20201230,冨士ダイス,6167,機械,0.00%,TOPIX Small 2,
20201230,土木管理総合試験所,6171,サービス業,0.00%,TOPIX Small 2,
20201230,ネットマーケティング,6175,サービス業,0.00%,TOPIX Small 2,
20201230,日本郵政,6178,サービス業,0.25%,TOPIX Large70,
20201230,ベル２４ＨＤ,6183,サービス業,0.01%,TOPIX Small 1,
20201230,鎌倉新書,6184,サービス業,0.00%,TOPIX Small 2,
20201230,ＳＭＮ,6185,サービス業,0.00%,TOPIX Small 2,
20201230,一蔵,6186,サービス業,0.00%,TOPIX Small 2,
20201230,ＬＩＴＡＬＩＣＯ,6187,サービス業,0.01%,TOPIX Small 2,
20201230,グローバルキッズＣ,6189,サービス業,0.00%,TOPIX Small 2,
20201230,エアトリ,6191,サービス業,0.00%,TOPIX Small 2,
20201230,アトラエ,6194,サービス業,0.00%,TOPIX Small 2,
20201230,ストライク,6196,サービス業,0.01%,TOPIX Small 1,
20201230,ソラスト,6197,サービス業,0.02%,TOPIX Small 1,
20201230,セラク,6199,サービス業,0.00%,TOPIX Small 2,
20201230,インソース,6200,サービス業,0.01%,TOPIX Small 1,
20201230,豊田織,6201,輸送用機器,0.27%,TOPIX Mid400,
20201230,豊和工,6203,機械,0.00%,TOPIX Small 2,
20201230,ＯＫＫ,6205,機械,0.00%,TOPIX Small 2,
20201230,石川製,6208,機械,0.00%,TOPIX Small 2,
20201230,東洋機械,6210,機械,0.00%,TOPIX Small 2,
20201230,津田駒工,6217,機械,0.00%,TOPIX Small 2,
20201230,エンシュウ,6218,機械,0.00%,TOPIX Small 2,
20201230,島精機,6222,機械,0.01%,TOPIX Small 1,
20201230,オプトラン,6235,機械,0.01%,TOPIX Small 1,
20201230,ＮＣＨＤ,6236,機械,0.00%,TOPIX Small 2,
20201230,イワキポンプ,6237,機械,0.00%,TOPIX Small 2,
20201230,フリュー,6238,機械,0.00%,TOPIX Small 2,
20201230,ヤマシンフィルタ,6240,機械,0.01%,TOPIX Small 1,
20201230,日阪製作,6247,機械,0.00%,TOPIX Small 2,
20201230,やまびこ,6250,機械,0.01%,TOPIX Small 1,
20201230,平田機工,6258,機械,0.01%,TOPIX Small 1,
20201230,ペガサス,6262,機械,0.00%,TOPIX Small 2,
20201230,マルマエ,6264,機械,0.00%,TOPIX Small 2,
20201230,タツモ,6266,機械,0.00%,TOPIX Small 2,
20201230,ナブテスコ,6268,機械,0.11%,TOPIX Mid400,
20201230,三井海洋,6269,機械,0.01%,TOPIX Small 1,
20201230,レオン自機,6272,機械,0.00%,TOPIX Small 1,
20201230,ＳＭＣ,6273,機械,0.79%,TOPIX Large70,
20201230,ホソカワミクロン,6277,機械,0.01%,TOPIX Small 1,
20201230,ユニオンツール,6278,機械,0.00%,TOPIX Small 2,
20201230,オイレス工,6282,機械,0.01%,TOPIX Small 2,
20201230,ＡＳＢ機械,6284,機械,0.01%,TOPIX Small 1,
20201230,サトーＨＤ,6287,機械,0.01%,TOPIX Small 1,
20201230,技研製作所,6289,機械,0.01%,TOPIX Small 1,
20201230,エアーテック,6291,機械,0.00%,TOPIX Small 2,
20201230,カワタ,6292,機械,0.00%,TOPIX Small 2,
20201230,日精樹脂,6293,機械,0.00%,TOPIX Small 2,
20201230,オカダアイヨン,6294,機械,0.00%,TOPIX Small 2,
20201230,ワイエイシイＨＤ,6298,機械,0.00%,TOPIX Small 2,
20201230,コマツ,6301,機械,0.51%,TOPIX Large70,
20201230,住友重,6302,機械,0.06%,TOPIX Mid400,
20201230,日立建機,6305,機械,0.05%,TOPIX Mid400,
20201230,日工,6306,機械,0.00%,TOPIX Small 2,
20201230,巴工業,6309,機械,0.00%,TOPIX Small 2,
20201230,井関農,6310,機械,0.01%,TOPIX Small 2,
20201230,ＴＯＷＡ,6315,機械,0.01%,TOPIX Small 1,
20201230,丸山製,6316,機械,0.00%,TOPIX Small 2,
20201230,北川鉄,6317,機械,0.00%,TOPIX Small 2,
20201230,シンニッタン,6319,鉄鋼,0.00%,TOPIX Small 2,
20201230,ローツェ,6323,機械,0.01%,TOPIX Small 1,
20201230,タカキタ,6325,機械,0.00%,TOPIX Small 2,
20201230,クボタ,6326,機械,0.47%,TOPIX Large70,
20201230,荏原実業,6328,機械,0.00%,TOPIX Small 2,
20201230,洋エンジ,6330,建設業,0.00%,TOPIX Small 2,
20201230,菱化工機,6331,機械,0.00%,TOPIX Small 2,
20201230,月島機,6332,機械,0.01%,TOPIX Small 2,
20201230,帝国電機,6333,機械,0.00%,TOPIX Small 2,
20201230,東京機,6335,機械,0.00%,TOPIX Small 2,
20201230,新東工,6339,機械,0.01%,TOPIX Small 2,
20201230,渋谷工,6340,機械,0.01%,TOPIX Small 1,
20201230,アイチ,6345,機械,0.01%,TOPIX Small 2,
20201230,小森,6349,機械,0.01%,TOPIX Small 1,
20201230,鶴見製,6351,機械,0.01%,TOPIX Small 2,○
20201230,住友精密,6355,機械,0.00%,TOPIX Small 2,
20201230,日ギア,6356,機械,0.00%,TOPIX Small 2,
20201230,酒井重,6358,機械,0.00%,TOPIX Small 2,
20201230,荏原製,6361,機械,0.06%,TOPIX Mid400,
20201230,石井鉄,6362,機械,0.00%,TOPIX Small 2,
20201230,酉島製,6363,機械,0.00%,TOPIX Small 2,
20201230,北越工,6364,機械,0.00%,TOPIX Small 2,
20201230,ダイキン工,6367,機械,1.17%,TOPIX Core30,
20201230,オルガノ,6368,機械,0.01%,TOPIX Small 1,
20201230,トーヨーカネツ,6369,機械,0.00%,TOPIX Small 2,
20201230,栗田工,6370,機械,0.09%,TOPIX Mid400,
20201230,椿本チエイン,6371,機械,0.02%,TOPIX Small 1,
20201230,大同工,6373,機械,0.00%,TOPIX Small 2,
20201230,日機装,6376,精密機器,0.01%,TOPIX Small 1,
20201230,木村化工,6378,機械,0.00%,TOPIX Small 2,
20201230,レイズネクスト,6379,建設業,0.01%,TOPIX Small 2,
20201230,アネスト岩田,6381,機械,0.01%,TOPIX Small 2,
20201230,ダイフク,6383,機械,0.26%,TOPIX Mid400,
20201230,サムコ,6387,機械,0.00%,TOPIX Small 2,
20201230,加藤製,6390,機械,0.00%,TOPIX Small 2,
20201230,油研工,6393,機械,0.00%,TOPIX Small 2,
20201230,タダノ,6395,機械,0.02%,TOPIX Mid400,
20201230,フジテック,6406,機械,0.03%,TOPIX Mid400,
20201230,ＣＫＤ,6407,機械,0.02%,TOPIX Small 1,
20201230,キトー,6409,機械,0.00%,TOPIX Small 2,
20201230,平和,6412,機械,0.02%,TOPIX Small 1,
20201230,理想科学,6413,機械,0.00%,TOPIX Small 2,○
20201230,ＳＡＮＫＹＯ,6417,機械,0.02%,TOPIX Mid400,
20201230,日金銭,6418,機械,0.00%,TOPIX Small 2,
20201230,マースグループＨＤ,6419,機械,0.00%,TOPIX Small 2,
20201230,フクシマガリレイ,6420,機械,0.01%,TOPIX Small 1,
